imdb_id,shot_idx,start,end
tt0050706,345,6676.541666666667,6690.625
tt0050706,348,6731.041666666667,6737.75
tt0050706,351,6754.458333333333,6767.291666666667
tt0050706,352,6767.291666666667,6787.541666666667
tt0050706,353,6787.541666666667,6806.791666666667
tt0050706,355,6831.875,6844.25
tt0050706,356,6844.25,6848.333333333333
tt0059592,0,0.0,4.25
tt0059592,2,8.583333333333334,21.125
tt0059592,5,85.16666666666667,89.29166666666667
tt0059592,6,89.29166666666667,101.5
tt0059592,9,135.83333333333334,174.91666666666666
tt0059592,10,174.91666666666666,223.375
tt0059592,11,223.375,246.16666666666666
tt0059592,12,246.16666666666666,297.7916666666667
tt0059592,14,310.5833333333333,343.625
tt0059592,17,395.2083333333333,473.0833333333333
tt0059592,18,473.0833333333333,482.5416666666667
tt0059592,20,510.5833333333333,525.5416666666666
tt0059592,27,595.8333333333334,651.3333333333334
tt0059592,29,661.4166666666666,748.625
tt0059592,30,748.625,802.75
tt0059592,31,802.75,874.0
tt0059592,32,874.0,882.6666666666666
tt0059592,33,882.6666666666666,885.2916666666666
tt0059592,36,903.125,940.1666666666666
tt0059592,38,975.9583333333334,1009.8333333333334
tt0059592,39,1009.8333333333334,1047.7916666666667
tt0059592,40,1047.7916666666667,1078.7083333333333
tt0059592,41,1078.7083333333333,1088.25
tt0059592,43,1129.9583333333333,1132.2083333333333
tt0059592,44,1132.2083333333333,1134.25
tt0059592,45,1134.25,1135.5833333333333
tt0059592,46,1135.5833333333333,1139.5833333333333
tt0059592,50,1294.0833333333333,1296.1666666666667
tt0059592,51,1296.1666666666667,1298.0833333333333
tt0059592,54,1301.0416666666667,1302.2916666666667
tt0059592,57,1308.4166666666667,1310.0
tt0059592,61,1321.5,1338.4166666666667
tt0059592,62,1338.4166666666667,1354.5833333333333
tt0059592,65,1396.125,1407.8333333333333
tt0059592,68,1439.2083333333333,1442.9166666666667
tt0059592,69,1442.9166666666667,1447.5
tt0059592,70,1447.5,1506.5416666666667
tt0059592,71,1506.5416666666667,1536.125
tt0059592,75,1584.5833333333333,1588.5416666666667
tt0059592,77,1591.4583333333333,1601.875
tt0059592,78,1601.875,1607.75
tt0059592,79,1607.75,1629.1666666666667
tt0059592,80,1629.1666666666667,1637.9166666666667
tt0059592,82,1650.25,1673.5416666666667
tt0059592,85,1702.75,1705.0833333333333
tt0059592,89,1719.5833333333333,1733.2916666666667
tt0059592,92,1744.4583333333333,1771.0
tt0059592,97,1961.5416666666667,1995.9166666666667
tt0059592,98,1995.9166666666667,2030.3333333333333
tt0059592,100,2032.3333333333333,2037.7916666666667
tt0059592,102,2077.75,2088.5416666666665
tt0059592,106,2269.1666666666665,2271.75
tt0059592,107,2271.75,2272.2083333333335
tt0059592,108,2272.2083333333335,2273.0416666666665
tt0059592,109,2273.0416666666665,2273.2916666666665
tt0059592,110,2273.2916666666665,2273.8333333333335
tt0059592,111,2273.8333333333335,2274.0833333333335
tt0059592,112,2274.0833333333335,2275.625
tt0059592,122,2423.25,2438.375
tt0059592,126,2457.0,2457.4166666666665
tt0059592,129,2476.2083333333335,2500.6666666666665
tt0059592,133,2586.3333333333335,2613.2083333333335
tt0059592,135,2628.25,2648.5416666666665
tt0059592,139,2668.2083333333335,2672.2083333333335
tt0059592,149,2740.9583333333335,2813.5416666666665
tt0059592,150,2813.5416666666665,2867.4166666666665
tt0059592,151,2867.4166666666665,2870.8333333333335
tt0059592,152,2870.8333333333335,2876.5
tt0059592,153,2876.5,2899.4583333333335
tt0059592,156,2958.8333333333335,2963.0416666666665
tt0059592,157,2963.0416666666665,3030.0833333333335
tt0059592,161,3076.5416666666665,3079.0416666666665
tt0059592,162,3079.0416666666665,3081.5416666666665
tt0059592,164,3084.0,3120.25
tt0059592,165,3120.25,3144.8333333333335
tt0059592,166,3144.8333333333335,3145.875
tt0059592,167,3145.875,3184.8333333333335
tt0059592,168,3184.8333333333335,3247.5416666666665
tt0059592,171,3333.75,3347.0833333333335
tt0059592,174,3358.375,3362.9166666666665
tt0059592,177,3377.375,3394.5416666666665
tt0059592,179,3397.25,3399.875
tt0059592,180,3399.875,3403.375
tt0059592,183,3434.375,3452.2083333333335
tt0059592,185,3456.3333333333335,3474.7916666666665
tt0059592,190,3491.9166666666665,3499.3333333333335
tt0059592,191,3499.3333333333335,3504.875
tt0059592,193,3508.3333333333335,3532.5
tt0059592,194,3532.5,3569.125
tt0059592,195,3569.125,3643.6666666666665
tt0059592,196,3643.6666666666665,3708.0416666666665
tt0059592,197,3708.0416666666665,3768.625
tt0059592,198,3768.625,3845.875
tt0059592,203,3930.2083333333335,3969.0416666666665
tt0059592,206,4051.9583333333335,4122.375
tt0059592,208,4122.75,4170.791666666667
tt0059592,210,4204.375,4212.291666666667
tt0059592,211,4212.291666666667,4213.875
tt0059592,212,4213.875,4216.25
tt0059592,214,4262.291666666667,4273.958333333333
tt0059592,215,4273.958333333333,4276.166666666667
tt0059592,216,4276.166666666667,4278.25
tt0059592,220,4322.875,4329.166666666667
tt0059592,221,4329.166666666667,4359.333333333333
tt0059592,222,4359.333333333333,4373.333333333333
tt0059592,223,4373.333333333333,4387.875
tt0059592,224,4387.875,4388.958333333333
tt0059592,233,4530.916666666667,4627.416666666667
tt0059592,235,4648.75,4649.583333333333
tt0059592,236,4649.583333333333,4651.791666666667
tt0059592,240,4671.0,4674.666666666667
tt0059592,243,4682.875,4686.083333333333
tt0059592,245,4687.958333333333,4690.583333333333
tt0059592,255,4722.5,4726.5
tt0059592,256,4726.5,4726.916666666667
tt0059592,257,4726.916666666667,4733.125
tt0059592,259,4737.541666666667,4737.916666666667
tt0059592,261,4741.541666666667,4744.625
tt0059592,262,4744.625,4763.25
tt0059592,264,4806.125,4810.541666666667
tt0059592,266,4820.25,4861.25
tt0059592,268,4899.083333333333,4945.583333333333
tt0059592,269,4945.583333333333,4975.291666666667
tt0059592,270,4975.291666666667,5003.916666666667
tt0059592,272,5065.625,5086.458333333333
tt0059592,273,5086.458333333333,5088.875
tt0059592,275,5119.958333333333,5131.208333333333
tt0059592,277,5173.875,5176.666666666667
tt0059592,278,5176.666666666667,5177.375
tt0059592,279,5177.375,5338.166666666667
tt0059592,280,5338.166666666667,5343.625
tt0059592,284,5415.875,5419.375
tt0059592,286,5423.583333333333,5427.625
tt0059592,292,5454.958333333333,5457.208333333333
tt0059592,297,5466.083333333333,5469.375
tt0059592,298,5469.375,5486.458333333333
tt0059592,299,5486.458333333333,5487.75
tt0059592,300,5487.75,5505.375
tt0059592,302,5508.916666666667,5514.958333333333
tt0059592,303,5514.958333333333,5516.333333333333
tt0059592,304,5516.333333333333,5540.625
tt0059592,305,5540.625,5562.916666666667
tt0059592,306,5562.916666666667,5568.458333333333
tt0059592,308,5592.875,5601.666666666667
tt0059592,311,5701.458333333333,5719.083333333333
tt0059592,313,5754.166666666667,5784.416666666667
tt0059592,315,5816.5,5844.416666666667
tt0059592,317,5874.041666666667,5920.083333333333
tt0059592,321,6159.0,6165.833333333333
tt0059592,322,6165.833333333333,6170.75
tt0059592,325,6218.541666666667,6231.458333333333
tt0059592,326,6231.458333333333,6249.041666666667
tt0059592,327,6249.041666666667,6302.25
tt0059592,329,6320.541666666667,6340.541666666667
tt0059592,330,6340.541666666667,6345.25
tt0059592,331,6345.25,6372.375
tt0059592,332,6372.375,6398.75
tt0059592,334,6400.875,6429.333333333333
tt0061722,0,0.0,53.541666666666664
tt0061722,1,53.541666666666664,145.875
tt0061722,3,177.04166666666666,280.4166666666667
tt0061722,4,280.4166666666667,358.2916666666667
tt0061722,5,358.2916666666667,392.9583333333333
tt0061722,6,392.9583333333333,411.7916666666667
tt0061722,7,411.7916666666667,428.6666666666667
tt0061722,8,428.6666666666667,431.7916666666667
tt0061722,9,431.7916666666667,439.7916666666667
tt0061722,10,439.7916666666667,454.1666666666667
tt0061722,11,454.1666666666667,456.1666666666667
tt0061722,14,551.1666666666666,570.5833333333334
tt0061722,16,626.0416666666666,666.75
tt0061722,17,666.75,696.0
tt0061722,19,703.9166666666666,706.25
tt0061722,20,706.25,709.6666666666666
tt0061722,21,709.6666666666666,715.2083333333334
tt0061722,23,718.5833333333334,722.75
tt0061722,24,722.75,724.4583333333334
tt0061722,26,728.5,774.625
tt0061722,28,777.8333333333334,779.2916666666666
tt0061722,30,781.6666666666666,786.4583333333334
tt0061722,31,786.4583333333334,825.375
tt0061722,33,878.0833333333334,885.75
tt0061722,35,913.7083333333334,925.125
tt0061722,37,985.2083333333334,987.75
tt0061722,38,987.75,988.25
tt0061722,41,991.0416666666666,991.375
tt0061722,44,996.25,1000.375
tt0061722,49,1019.2916666666666,1106.1666666666667
tt0061722,52,1276.7083333333333,1280.3333333333333
tt0061722,53,1280.3333333333333,1282.5416666666667
tt0061722,57,1354.8333333333333,1376.4166666666667
tt0061722,61,1501.2083333333333,1536.6666666666667
tt0061722,62,1536.6666666666667,1578.0416666666667
tt0061722,64,1590.0833333333333,1611.7083333333333
tt0061722,65,1611.7083333333333,1615.375
tt0061722,68,1621.0833333333333,1622.7916666666667
tt0061722,69,1622.7916666666667,1629.7916666666667
tt0061722,72,1685.0416666666667,1697.625
tt0061722,73,1697.625,1721.8333333333333
tt0061722,76,1805.7083333333333,1891.0
tt0061722,77,1891.0,1920.0416666666667
tt0061722,83,1966.375,1975.0416666666667
tt0061722,87,2046.5,2097.75
tt0061722,90,2114.2083333333335,2161.9583333333335
tt0061722,92,2187.3333333333335,2290.8333333333335
tt0061722,93,2290.8333333333335,2293.1666666666665
tt0061722,95,2305.5,2306.25
tt0061722,96,2306.25,2393.5416666666665
tt0061722,102,2579.1666666666665,2581.9583333333335
tt0061722,104,2583.4166666666665,2589.625
tt0061722,105,2589.625,2598.375
tt0061722,106,2598.375,2602.9166666666665
tt0061722,109,2616.625,2646.0833333333335
tt0061722,110,2646.0833333333335,2648.0833333333335
tt0061722,115,2678.5416666666665,2713.125
tt0061722,119,2740.4583333333335,2743.3333333333335
tt0061722,120,2743.3333333333335,2750.125
tt0061722,124,2892.0833333333335,3016.2916666666665
tt0061722,127,3091.0416666666665,3107.2083333333335
tt0061722,128,3107.2083333333335,3220.4166666666665
tt0061722,129,3220.4166666666665,3341.7083333333335
tt0061722,130,3341.7083333333335,3375.6666666666665
tt0061722,133,3403.7083333333335,3405.2916666666665
tt0061722,135,3407.6666666666665,3410.2916666666665
tt0061722,136,3410.2916666666665,3447.2083333333335
tt0061722,137,3447.2083333333335,3475.9583333333335
tt0061722,138,3475.9583333333335,3478.125
tt0061722,142,3565.2916666666665,3591.0
tt0061722,146,3611.125,3615.625
tt0061722,147,3615.625,3638.0416666666665
tt0061722,149,3663.4166666666665,3666.75
tt0061722,151,3672.4583333333335,3674.9166666666665
tt0061722,154,3679.8333333333335,3681.7083333333335
tt0061722,156,3688.4583333333335,3756.1666666666665
tt0061722,160,3874.6666666666665,3887.5833333333335
tt0061722,162,3920.7083333333335,3928.5833333333335
tt0061722,163,3928.5833333333335,3946.0
tt0061722,171,4106.916666666667,4109.041666666667
tt0061722,172,4109.041666666667,4111.958333333333
tt0061722,179,4144.75,4146.375
tt0061722,180,4146.375,4151.833333333333
tt0061722,185,4167.583333333333,4176.041666666667
tt0061722,187,4177.291666666667,4182.666666666667
tt0061722,188,4182.666666666667,4185.875
tt0061722,189,4185.875,4194.375
tt0061722,190,4194.375,4196.75
tt0061722,193,4217.541666666667,4219.958333333333
tt0061722,194,4219.958333333333,4224.375
tt0061722,195,4224.375,4265.583333333333
tt0061722,197,4275.291666666667,4290.125
tt0061722,198,4290.125,4308.708333333333
tt0061722,201,4349.041666666667,4405.125
tt0061722,203,4419.791666666667,4432.791666666667
tt0061722,204,4432.791666666667,4471.625
tt0061722,205,4471.625,4542.208333333333
tt0061722,207,4576.875,4588.375
tt0061722,210,4606.666666666667,4649.208333333333
tt0061722,211,4649.208333333333,4703.166666666667
tt0061722,212,4703.166666666667,4708.541666666667
tt0061722,216,4816.375,4822.375
tt0061722,217,4822.375,4852.916666666667
tt0061722,219,4860.625,4866.291666666667
tt0061722,220,4866.291666666667,4871.291666666667
tt0061722,221,4871.291666666667,4882.166666666667
tt0061722,222,4882.166666666667,4885.208333333333
tt0061722,224,4900.583333333333,4904.5
tt0061722,225,4904.5,4909.541666666667
tt0061722,227,4910.833333333333,4931.375
tt0061722,228,4931.375,4937.75
tt0061722,229,4937.75,4941.791666666667
tt0061722,230,4941.791666666667,4943.833333333333
tt0061722,231,4943.833333333333,4948.791666666667
tt0061722,233,4961.833333333333,4981.458333333333
tt0061722,237,5018.333333333333,5025.0
tt0061722,238,5025.0,5055.541666666667
tt0061722,239,5055.541666666667,5066.083333333333
tt0061722,240,5066.083333333333,5081.25
tt0061722,241,5081.25,5088.583333333333
tt0061722,244,5108.791666666667,5123.208333333333
tt0061722,247,5136.791666666667,5149.208333333333
tt0061722,250,5183.541666666667,5299.0
tt0061722,253,5321.875,5331.041666666667
tt0061722,254,5331.041666666667,5346.041666666667
tt0061722,257,5395.0,5438.75
tt0061722,259,5452.583333333333,5459.0
tt0061722,261,5462.791666666667,5465.5
tt0061722,263,5482.75,5493.083333333333
tt0061722,264,5493.083333333333,5499.958333333333
tt0061722,266,5501.958333333333,5511.458333333333
tt0061722,270,5532.791666666667,5547.0
tt0061722,272,5553.416666666667,5569.791666666667
tt0061722,273,5569.791666666667,5578.625
tt0061722,274,5578.625,5580.958333333333
tt0061722,275,5580.958333333333,5600.25
tt0061722,276,5600.25,5626.375
tt0061722,277,5626.375,5634.291666666667
tt0061722,278,5634.291666666667,5641.875
tt0061722,280,5655.458333333333,5666.791666666667
tt0061722,281,5666.791666666667,5675.458333333333
tt0061722,282,5675.458333333333,5693.416666666667
tt0061722,283,5693.416666666667,5712.5
tt0061722,284,5712.5,5733.083333333333
tt0061722,285,5733.083333333333,5747.916666666667
tt0061722,288,5763.666666666667,5765.25
tt0061722,289,5765.25,5768.208333333333
tt0061722,291,5799.041666666667,5815.333333333333
tt0061722,294,5846.791666666667,5856.708333333333
tt0061722,295,5856.708333333333,5864.0
tt0061722,299,5888.583333333333,5894.333333333333
tt0061722,301,5903.166666666667,5907.875
tt0061722,302,5907.875,5911.791666666667
tt0061722,305,5942.333333333333,5952.25
tt0061722,306,5952.25,6030.5
tt0061722,310,6091.25,6120.625
tt0061722,312,6126.5,6130.875
tt0061722,313,6130.875,6134.041666666667
tt0061722,314,6134.041666666667,6138.333333333333
tt0061722,315,6138.333333333333,6142.791666666667
tt0061722,317,6145.25,6147.333333333333
tt0061722,318,6147.333333333333,6154.166666666667
tt0061722,319,6154.166666666667,6157.625
tt0061722,326,6192.041666666667,6193.541666666667
tt0061722,327,6193.541666666667,6194.916666666667
tt0061722,336,6224.166666666667,6227.583333333333
tt0061722,339,6233.416666666667,6236.666666666667
tt0061722,342,6240.0,6244.083333333333
tt0061722,344,6246.25,6258.166666666667
tt0061722,345,6258.166666666667,6277.916666666667
tt0061722,346,6277.916666666667,6281.333333333333
tt0061781,0,0.0,22.44
tt0061781,3,39.72,114.24
tt0061781,4,114.24,121.64
tt0061781,5,121.64,136.68
tt0061781,6,136.68,143.72
tt0061781,8,155.52,157.48
tt0061781,13,192.52,207.96
tt0061781,14,207.96,217.08
tt0061781,15,217.08,222.32
tt0061781,16,222.32,226.08
tt0061781,17,226.08,239.96
tt0061781,18,239.96,246.56
tt0061781,20,247.88,250.8
tt0061781,23,261.08,263.12
tt0061781,28,273.44,275.12
tt0061781,29,275.12,277.28
tt0061781,30,277.28,290.12
tt0061781,32,296.32,320.68
tt0061781,33,320.68,328.16
tt0061781,34,328.16,330.0
tt0061781,35,330.0,332.44
tt0061781,38,336.52,347.24
tt0061781,39,347.24,349.76
tt0061781,40,349.76,372.32
tt0061781,51,427.32,434.64
tt0061781,52,434.64,442.6
tt0061781,53,442.6,446.6
tt0061781,59,476.8,480.88
tt0061781,69,533.24,538.48
tt0061781,71,548.08,568.72
tt0061781,73,574.96,598.6
tt0061781,75,618.12,628.12
tt0061781,76,628.12,630.72
tt0061781,78,636.2,637.28
tt0061781,79,637.28,639.8
tt0061781,91,691.24,694.28
tt0061781,94,707.0,747.28
tt0061781,100,769.36,772.12
tt0061781,101,772.12,776.32
tt0061781,105,796.76,798.32
tt0061781,118,847.96,852.0
tt0061781,119,852.0,853.88
tt0061781,121,855.48,857.08
tt0061781,122,857.08,858.64
tt0061781,127,896.96,902.68
tt0061781,130,910.68,915.4
tt0061781,133,938.84,946.64
tt0061781,134,946.64,950.64
tt0061781,140,960.6,967.16
tt0061781,148,1013.68,1015.56
tt0061781,149,1015.56,1024.84
tt0061781,153,1041.4,1046.56
tt0061781,155,1054.28,1056.88
tt0061781,157,1059.72,1069.48
tt0061781,158,1069.48,1076.28
tt0061781,161,1093.4,1098.04
tt0061781,163,1113.56,1117.16
tt0061781,164,1117.16,1119.08
tt0061781,166,1122.48,1126.68
tt0061781,167,1126.68,1129.8
tt0061781,170,1140.96,1143.52
tt0061781,178,1183.56,1186.04
tt0061781,183,1192.96,1194.28
tt0061781,189,1203.96,1206.12
tt0061781,190,1206.12,1208.72
tt0061781,196,1225.16,1231.36
tt0061781,204,1254.88,1256.16
tt0061781,207,1263.32,1268.0
tt0061781,208,1268.0,1270.0
tt0061781,209,1270.0,1271.56
tt0061781,211,1276.88,1280.64
tt0061781,217,1308.2,1311.88
tt0061781,219,1313.4,1320.92
tt0061781,221,1323.68,1325.76
tt0061781,222,1325.76,1326.72
tt0061781,224,1329.24,1330.0
tt0061781,226,1330.68,1331.72
tt0061781,227,1331.72,1332.68
tt0061781,231,1338.48,1367.16
tt0061781,232,1367.16,1371.68
tt0061781,235,1418.84,1421.04
tt0061781,238,1456.12,1457.84
tt0061781,240,1459.96,1478.64
tt0061781,241,1478.64,1481.84
tt0061781,244,1492.64,1499.88
tt0061781,245,1499.88,1503.12
tt0061781,250,1520.12,1540.12
tt0061781,253,1551.16,1554.52
tt0061781,254,1554.52,1557.2
tt0061781,257,1586.8,1587.88
tt0061781,259,1589.44,1605.32
tt0061781,280,1776.08,1779.96
tt0061781,286,1804.36,1807.96
tt0061781,289,1834.72,1839.92
tt0061781,298,1895.64,1909.6
tt0061781,308,1951.88,1969.64
tt0061781,310,1971.84,1978.68
tt0061781,312,1980.88,1985.56
tt0061781,315,2016.56,2030.84
tt0061781,316,2030.84,2036.48
tt0061781,320,2096.92,2099.0
tt0061781,321,2099.0,2102.16
tt0061781,328,2118.68,2123.84
tt0061781,330,2128.64,2135.72
tt0061781,336,2209.88,2215.68
tt0061781,342,2237.68,2243.32
tt0061781,344,2245.44,2260.24
tt0061781,348,2270.92,2274.04
tt0061781,350,2280.04,2283.72
tt0061781,352,2287.28,2293.04
tt0061781,355,2303.68,2310.68
tt0061781,357,2315.36,2319.04
tt0061781,361,2335.92,2338.68
tt0061781,371,2376.28,2380.0
tt0061781,377,2411.44,2420.44
tt0061781,379,2422.92,2427.52
tt0061781,383,2436.56,2438.48
tt0061781,385,2439.88,2444.48
tt0061781,386,2444.48,2447.2
tt0061781,387,2447.2,2451.4
tt0061781,390,2462.2,2465.56
tt0061781,393,2483.92,2490.48
tt0061781,396,2505.76,2508.8
tt0061781,397,2508.8,2510.04
tt0061781,400,2522.6,2529.04
tt0061781,401,2529.04,2540.92
tt0061781,411,2586.8,2591.56
tt0061781,414,2605.32,2608.2
tt0061781,415,2608.2,2615.32
tt0061781,416,2615.32,2621.76
tt0061781,418,2625.84,2627.6
tt0061781,419,2627.6,2631.12
tt0061781,421,2635.24,2638.52
tt0061781,435,2689.12,2692.44
tt0061781,438,2699.0,2701.04
tt0061781,446,2724.48,2726.56
tt0061781,448,2729.04,2737.12
tt0061781,455,2751.6,2754.08
tt0061781,458,2759.44,2760.88
tt0061781,460,2764.2,2765.68
tt0061781,463,2770.2,2775.36
tt0061781,466,2779.04,2787.56
tt0061781,470,2799.6,2807.92
tt0061781,474,2819.64,2821.56
tt0061781,475,2821.56,2823.4
tt0061781,480,2831.52,2841.76
tt0061781,482,2844.92,2848.2
tt0061781,492,2885.64,2889.96
tt0061781,497,2912.08,2914.8
tt0061781,502,2941.92,2947.24
tt0061781,503,2947.24,2952.28
tt0061781,504,2952.28,2956.76
tt0061781,505,2956.76,2961.44
tt0061781,507,2977.08,2982.92
tt0061781,513,3024.72,3028.72
tt0061781,519,3049.92,3069.32
tt0061781,522,3083.36,3085.4
tt0061781,523,3085.4,3097.04
tt0061781,526,3105.4,3108.56
tt0061781,528,3120.4,3122.8
tt0061781,529,3122.8,3124.96
